Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint
0,Hippuric acid,Glycerol,Ecoli,1,48
0,Serine,Glycerol,Ecoli,1,48
3.68,beta-Hydroxybutyric acid,Glycerol,Ecoli,1,48
16.4,Pyruvic acid,Glycerol,Ecoli,1,48
40.8,Propionic acid,Glycerol,Ecoli,1,48
0.764,Putrescine,Glycerol,Ecoli,1,48
1.67,Valine,Glycerol,Ecoli,1,48
3200,Acetic acid,Glycerol,Ecoli,1,48
1.9,Valeric acid,Glycerol,Ecoli,1,48
0.193,Methionine,Glycerol,Ecoli,1,48
6.47,Acetyl-ornithine,Glycerol,Ecoli,1,48
0,Lactic acid,Glycerol,Ecoli,1,48
0.632,Fumaric acid,Glycerol,Ecoli,1,48
6.51,Citric acid,Glycerol,Ecoli,1,48
0,alpha-Ketoglutaric acid,Glycerol,Ecoli,1,48
1.81,Butyric acid,Glycerol,Ecoli,1,48
0,Serine,Glycerol,Ecoli,2,48
2.61,Butyric acid,Glycerol,Ecoli,2,48
2.42,Citric acid,Glycerol,Ecoli,2,48
0,Valine,Glycerol,Ecoli,2,48
0,Pyruvic acid,Glycerol,Ecoli,2,48
1.72,Succinic acid,Glycerol,Ecoli,2,48
1.28,beta-Hydroxybutyric acid,Glycerol,Ecoli,2,48
0.348,Fumaric acid,Glycerol,Ecoli,2,48
0,Asparagine,Glycerol,Ecoli,2,48
1900,Acetic acid,Glycerol,Ecoli,2,48
25.6,Propionic acid,Glycerol,Ecoli,2,48
0.406,Putrescine,Glycerol,Ecoli,2,48
2.9,Glycine,Glycerol,Ecoli,2,48
0,Alanine,Glycerol,Ecoli,2,48
0.826,Valeric acid,Glycerol,Ecoli,2,48
0,Hippuric acid,Glycerol,Ecoli,2,48
0,Lactic acid,Glycerol,Ecoli,2,48
2.77,Acetyl-ornithine,Glycerol,Ecoli,2,48
0,alpha-Ketoglutaric acid,Glycerol,Ecoli,2,48
0,Methionine,Glycerol,Ecoli,2,48
0,Alanine,Glycerol,Enterobacter,1,16
0,Serine,Glycerol,Enterobacter,1,16
0,Pyruvic acid,Glycerol,Enterobacter,1,16
0.125,Fumaric acid,Glycerol,Enterobacter,1,16
0.266,Acetyl-ornithine,Glycerol,Enterobacter,1,16
7.15,Propionic acid,Glycerol,Enterobacter,1,16
0.357,Asparagine,Glycerol,Enterobacter,1,16
1.24,Butyric acid,Glycerol,Enterobacter,1,16
0,Lactic acid,Glycerol,Enterobacter,1,16
2.81,Glycine,Glycerol,Enterobacter,1,16
0.654,Succinic acid,Glycerol,Enterobacter,1,16
0.176,alpha-Ketoglutaric acid,Glycerol,Enterobacter,1,16
0,beta-Hydroxybutyric acid,Glycerol,Enterobacter,1,16
0,Valine,Glycerol,Enterobacter,1,16
0.955,Citric acid,Glycerol,Enterobacter,1,16
837,Acetic acid,Glycerol,Enterobacter,1,16
0.141,Methionine,Glycerol,Enterobacter,1,16
0.994,Putrescine,Glycerol,Enterobacter,1,16
0,Hippuric acid,Glycerol,Enterobacter,1,16
0.482,Valeric acid,Glycerol,Enterobacter,1,16
1.09,Succinic acid,Glycerol,Enterobacter,2,16
2.65,Glycine,Glycerol,Enterobacter,2,16
0,Pyruvic acid,Glycerol,Enterobacter,2,16
0.143,alpha-Ketoglutaric acid,Glycerol,Enterobacter,2,16
0,Serine,Glycerol,Enterobacter,2,16
0,Asparagine,Glycerol,Enterobacter,2,16
0.834,Butyric acid,Glycerol,Enterobacter,2,16
0.328,Acetyl-ornithine,Glycerol,Enterobacter,2,16
0,Alanine,Glycerol,Enterobacter,2,16
8.54,Propionic acid,Glycerol,Enterobacter,2,16
0,Lactic acid,Glycerol,Enterobacter,2,16
0.0971,beta-Hydroxybutyric acid,Glycerol,Enterobacter,2,16
0,Valine,Glycerol,Enterobacter,2,16
1.31,Citric acid,Glycerol,Enterobacter,2,16
1090,Acetic acid,Glycerol,Enterobacter,2,16
1.35,Putrescine,Glycerol,Enterobacter,2,16
0,Hippuric acid,Glycerol,Enterobacter,2,16
0.101,Methionine,Glycerol,Enterobacter,2,16
0.141,Fumaric acid,Glycerol,Enterobacter,2,16
0.738,Valeric acid,Glycerol,Enterobacter,2,16
0,Valine,Glycerol,Enterobacter,1,28
2.72,beta-Hydroxybutyric acid,Glycerol,Enterobacter,1,28
0,Serine,Glycerol,Enterobacter,1,28
7.44,Succinic acid,Glycerol,Enterobacter,1,28
158,Lactic acid,Glycerol,Enterobacter,1,28
80.4,Pyruvic acid,Glycerol,Enterobacter,1,28
1.78,alpha-Ketoglutaric acid,Glycerol,Enterobacter,1,28
0.906,Fumaric acid,Glycerol,Enterobacter,1,28
2390,Acetic acid,Glycerol,Enterobacter,1,28
0,Alanine,Glycerol,Enterobacter,1,28
0,Asparagine,Glycerol,Enterobacter,1,28
11.9,Propionic acid,Glycerol,Enterobacter,1,28
3.18,Glycine,Glycerol,Enterobacter,1,28
1.75,Valeric acid,Glycerol,Enterobacter,1,28
2.49,Butyric acid,Glycerol,Enterobacter,1,28
3.74,Putrescine,Glycerol,Enterobacter,1,28
2.86,Acetyl-ornithine,Glycerol,Enterobacter,1,28
0,Hippuric acid,Glycerol,Enterobacter,1,28
0.0528,Methionine,Glycerol,Enterobacter,1,28
14.2,Citric acid,Glycerol,Enterobacter,1,28
0,Alanine,Glycerol,Enterobacter,2,28
86.3,Pyruvic acid,Glycerol,Enterobacter,2,28
0,Serine,Glycerol,Enterobacter,2,28
3.03,Glycine,Glycerol,Enterobacter,2,28
141,Lactic acid,Glycerol,Enterobacter,2,28
0.841,Fumaric acid,Glycerol,Enterobacter,2,28
3.68,beta-Hydroxybutyric acid,Glycerol,Enterobacter,2,28
2.21,Butyric acid,Glycerol,Enterobacter,2,28
6.75,Acetyl-ornithine,Glycerol,Enterobacter,2,28
0,Valine,Glycerol,Enterobacter,2,28
8.11,Succinic acid,Glycerol,Enterobacter,2,28
11.3,Propionic acid,Glycerol,Enterobacter,2,28
1.83,alpha-Ketoglutaric acid,Glycerol,Enterobacter,2,28
0,Hippuric acid,Glycerol,Enterobacter,2,28
0,Asparagine,Glycerol,Enterobacter,2,28
12.3,Citric acid,Glycerol,Enterobacter,2,28
0,Methionine,Glycerol,Enterobacter,2,28
5.25,Putrescine,Glycerol,Enterobacter,2,28
1.2,Valeric acid,Glycerol,Enterobacter,2,28
2380,Acetic acid,Glycerol,Enterobacter,2,28
67.9,Succinic acid,Glycerol,Enterobacter,1,48
0,Serine,Glycerol,Enterobacter,1,48
0,Alanine,Glycerol,Enterobacter,1,48
0.715,alpha-Ketoglutaric acid,Glycerol,Enterobacter,1,48
0,Asparagine,Glycerol,Enterobacter,1,48
0,Valine,Glycerol,Enterobacter,1,48
13,Acetyl-ornithine,Glycerol,Enterobacter,1,48
3.02,Butyric acid,Glycerol,Enterobacter,1,48
0.0839,Methionine,Glycerol,Enterobacter,1,48
3.12,Glycine,Glycerol,Enterobacter,1,48
13.9,Propionic acid,Glycerol,Enterobacter,1,48
0.799,Pyruvic acid,Glycerol,Enterobacter,1,48
1060,Lactic acid,Glycerol,Enterobacter,1,48
14,beta-Hydroxybutyric acid,Glycerol,Enterobacter,1,48
1.63,Valeric acid,Glycerol,Enterobacter,1,48
5940,Acetic acid,Glycerol,Enterobacter,1,48
18,Citric acid,Glycerol,Enterobacter,1,48
0.337,Putrescine,Glycerol,Enterobacter,1,48
0,Hippuric acid,Glycerol,Enterobacter,1,48
8.35,Fumaric acid,Glycerol,Enterobacter,1,48
4.13,Butyric acid,Glycerol,Enterobacter,2,48
0,Valine,Glycerol,Enterobacter,2,48
0,Alanine,Glycerol,Enterobacter,2,48
15.4,beta-Hydroxybutyric acid,Glycerol,Enterobacter,2,48
948,Lactic acid,Glycerol,Enterobacter,2,48
0.578,Asparagine,Glycerol,Enterobacter,2,48
4860,Acetic acid,Glycerol,Enterobacter,2,48
8.03,Citric acid,Glycerol,Enterobacter,2,48
0.0884,alpha-Ketoglutaric acid,Glycerol,Enterobacter,2,48
0,Serine,Glycerol,Enterobacter,2,48
3.03,Glycine,Glycerol,Enterobacter,2,48
16.2,Propionic acid,Glycerol,Enterobacter,2,48
52,Succinic acid,Glycerol,Enterobacter,2,48
6.39,Fumaric acid,Glycerol,Enterobacter,2,48
1.33,Valeric acid,Glycerol,Enterobacter,2,48
0.905,Pyruvic acid,Glycerol,Enterobacter,2,48
0.0386,Putrescine,Glycerol,Enterobacter,2,48
16.3,Acetyl-ornithine,Glycerol,Enterobacter,2,48
0,Methionine,Glycerol,Enterobacter,2,48
0,Hippuric acid,Glycerol,Enterobacter,2,48
0.106,Asparagine,Glycerol,Pputida,1,16
0.0414,Methionine,Glycerol,Pputida,1,16
0,Valine,Glycerol,Pputida,1,16
0.0412,Succinic acid,Glycerol,Pputida,1,16
0.151,Butyric acid,Glycerol,Pputida,1,16
0,beta-Hydroxybutyric acid,Glycerol,Pputida,1,16
0,Serine,Glycerol,Pputida,1,16
212,Acetic acid,Glycerol,Pputida,1,16
0,Alanine,Glycerol,Pputida,1,16
0,Pyruvic acid,Glycerol,Pputida,1,16
2.84,Glycine,Glycerol,Pputida,1,16
0,Hippuric acid,Glycerol,Pputida,1,16
0.355,Valeric acid,Glycerol,Pputida,1,16
0.335,Citric acid,Glycerol,Pputida,1,16
0,Lactic acid,Glycerol,Pputida,1,16
0.052,Fumaric acid,Glycerol,Pputida,1,16
0,Putrescine,Glycerol,Pputida,1,16
5.61,Propionic acid,Glycerol,Pputida,1,16
0,alpha-Ketoglutaric acid,Glycerol,Pputida,1,16
0,Acetyl-ornithine,Glycerol,Pputida,1,16
0,Valine,Glycerol,Pputida,2,16
0,Pyruvic acid,Glycerol,Pputida,2,16
0,Acetyl-ornithine,Glycerol,Pputida,2,16
0.298,Asparagine,Glycerol,Pputida,2,16
0,Putrescine,Glycerol,Pputida,2,16
0,beta-Hydroxybutyric acid,Glycerol,Pputida,2,16
0,Alanine,Glycerol,Pputida,2,16
6.31,Propionic acid,Glycerol,Pputida,2,16
0,alpha-Ketoglutaric acid,Glycerol,Pputida,2,16
0.0424,Succinic acid,Glycerol,Pputida,2,16
0,Serine,Glycerol,Pputida,2,16
223,Acetic acid,Glycerol,Pputida,2,16
0.421,Butyric acid,Glycerol,Pputida,2,16
0.36,Citric acid,Glycerol,Pputida,2,16
0,Hippuric acid,Glycerol,Pputida,2,16
2.63,Glycine,Glycerol,Pputida,2,16
0,Lactic acid,Glycerol,Pputida,2,16
0.0388,Fumaric acid,Glycerol,Pputida,2,16
0.639,Valeric acid,Glycerol,Pputida,2,16
0.195,Methionine,Glycerol,Pputida,2,16
0,Pyruvic acid,Glycerol,Pputida,1,28
0,beta-Hydroxybutyric acid,Glycerol,Pputida,1,28
0.0128,Succinic acid,Glycerol,Pputida,1,28
0,Serine,Glycerol,Pputida,1,28
0,Alanine,Glycerol,Pputida,1,28
0.404,Valeric acid,Glycerol,Pputida,1,28
0.0646,Fumaric acid,Glycerol,Pputida,1,28
0,Lactic acid,Glycerol,Pputida,1,28
0,Valine,Glycerol,Pputida,1,28
0,Acetyl-ornithine,Glycerol,Pputida,1,28
0,Asparagine,Glycerol,Pputida,1,28
0,alpha-Ketoglutaric acid,Glycerol,Pputida,1,28
3.92,Propionic acid,Glycerol,Pputida,1,28
0.543,Citric acid,Glycerol,Pputida,1,28
0,Methionine,Glycerol,Pputida,1,28
4.89,Glycine,Glycerol,Pputida,1,28
0,Hippuric acid,Glycerol,Pputida,1,28
0.137,Butyric acid,Glycerol,Pputida,1,28
0,Putrescine,Glycerol,Pputida,1,28
217,Acetic acid,Glycerol,Pputida,1,28
0,beta-Hydroxybutyric acid,Glycerol,Pputida,2,28
0.0562,Fumaric acid,Glycerol,Pputida,2,28
0,Valine,Glycerol,Pputida,2,28
0.0725,Succinic acid,Glycerol,Pputida,2,28
7.19,Propionic acid,Glycerol,Pputida,2,28
0.603,Acetyl-ornithine,Glycerol,Pputida,2,28
2.62,Glycine,Glycerol,Pputida,2,28
0,Alanine,Glycerol,Pputida,2,28
0.608,Asparagine,Glycerol,Pputida,2,28
0,Lactic acid,Glycerol,Pputida,2,28
0,Methionine,Glycerol,Pputida,2,28
0,Serine,Glycerol,Pputida,2,28
1.02,Butyric acid,Glycerol,Pputida,2,28
0,Pyruvic acid,Glycerol,Pputida,2,28
0,alpha-Ketoglutaric acid,Glycerol,Pputida,2,28
0,Putrescine,Glycerol,Pputida,2,28
209,Acetic acid,Glycerol,Pputida,2,28
0.622,Citric acid,Glycerol,Pputida,2,28
0,Hippuric acid,Glycerol,Pputida,2,28
0.451,Valeric acid,Glycerol,Pputida,2,28
0,Alanine,Glycerol,Pputida,1,48
0,Pyruvic acid,Glycerol,Pputida,1,48
1.27,Acetyl-ornithine,Glycerol,Pputida,1,48
0,Hippuric acid,Glycerol,Pputida,1,48
6.3,Propionic acid,Glycerol,Pputida,1,48
0,beta-Hydroxybutyric acid,Glycerol,Pputida,1,48
0.0488,Fumaric acid,Glycerol,Pputida,1,48
0,Valine,Glycerol,Pputida,1,48
0,Asparagine,Glycerol,Pputida,1,48
0,alpha-Ketoglutaric acid,Glycerol,Pputida,1,48
0,Putrescine,Glycerol,Pputida,1,48
0,Lactic acid,Glycerol,Pputida,1,48
3.21,Glycine,Glycerol,Pputida,1,48
1.01,Butyric acid,Glycerol,Pputida,1,48
0,Methionine,Glycerol,Pputida,1,48
0,Serine,Glycerol,Pputida,1,48
371,Acetic acid,Glycerol,Pputida,1,48
0.0504,Succinic acid,Glycerol,Pputida,1,48
1.19,Citric acid,Glycerol,Pputida,1,48
0.456,Valeric acid,Glycerol,Pputida,1,48
0,Valine,Glycerol,Pputida,2,48
0.0645,Succinic acid,Glycerol,Pputida,2,48
0,Pyruvic acid,Glycerol,Pputida,2,48
0,Serine,Glycerol,Pputida,2,48
0,Alanine,Glycerol,Pputida,2,48
2.84,Glycine,Glycerol,Pputida,2,48
0,beta-Hydroxybutyric acid,Glycerol,Pputida,2,48
0.659,Valeric acid,Glycerol,Pputida,2,48
2.03,Acetyl-ornithine,Glycerol,Pputida,2,48
1.23,Citric acid,Glycerol,Pputida,2,48
0,Lactic acid,Glycerol,Pputida,2,48
0.0526,Fumaric acid,Glycerol,Pputida,2,48
9.64,Propionic acid,Glycerol,Pputida,2,48
0,alpha-Ketoglutaric acid,Glycerol,Pputida,2,48
0,Putrescine,Glycerol,Pputida,2,48
0,Asparagine,Glycerol,Pputida,2,48
0.0963,Methionine,Glycerol,Pputida,2,48
0,Hippuric acid,Glycerol,Pputida,2,48
1.69,Butyric acid,Glycerol,Pputida,2,48
362,Acetic acid,Glycerol,Pputida,2,48
0.0497,Succinic acid,Glycerol,Pseudomonas,1,16
0.795,Butyric acid,Glycerol,Pseudomonas,1,16
0,Asparagine,Glycerol,Pseudomonas,1,16
0,Valine,Glycerol,Pseudomonas,1,16
0,Serine,Glycerol,Pseudomonas,1,16
0,Alanine,Glycerol,Pseudomonas,1,16
6.87,Propionic acid,Glycerol,Pseudomonas,1,16
3.79,Glycine,Glycerol,Pseudomonas,1,16
0,Acetyl-ornithine,Glycerol,Pseudomonas,1,16
0.0512,Fumaric acid,Glycerol,Pseudomonas,1,16
0.482,Valeric acid,Glycerol,Pseudomonas,1,16
0,Pyruvic acid,Glycerol,Pseudomonas,1,16
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,1,16
0,Putrescine,Glycerol,Pseudomonas,1,16
0,Hippuric acid,Glycerol,Pseudomonas,1,16
0.304,Citric acid,Glycerol,Pseudomonas,1,16
247,Acetic acid,Glycerol,Pseudomonas,1,16
0.174,Methionine,Glycerol,Pseudomonas,1,16
0,Lactic acid,Glycerol,Pseudomonas,1,16
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,1,16
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,2,16
1.16,Butyric acid,Glycerol,Pseudomonas,2,16
0,Pyruvic acid,Glycerol,Pseudomonas,2,16
0,Serine,Glycerol,Pseudomonas,2,16
0,Alanine,Glycerol,Pseudomonas,2,16
0,Asparagine,Glycerol,Pseudomonas,2,16
0,Valine,Glycerol,Pseudomonas,2,16
0,Acetyl-ornithine,Glycerol,Pseudomonas,2,16
0.0539,Fumaric acid,Glycerol,Pseudomonas,2,16
0.0858,Succinic acid,Glycerol,Pseudomonas,2,16
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,2,16
0,Putrescine,Glycerol,Pseudomonas,2,16
0.74,Valeric acid,Glycerol,Pseudomonas,2,16
0.356,Citric acid,Glycerol,Pseudomonas,2,16
8.44,Propionic acid,Glycerol,Pseudomonas,2,16
0.152,Methionine,Glycerol,Pseudomonas,2,16
2.63,Glycine,Glycerol,Pseudomonas,2,16
0,Hippuric acid,Glycerol,Pseudomonas,2,16
279,Acetic acid,Glycerol,Pseudomonas,2,16
0,Lactic acid,Glycerol,Pseudomonas,2,16
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,1,28
0,Lactic acid,Glycerol,Pseudomonas,1,28
6.5,Propionic acid,Glycerol,Pseudomonas,1,28
0,Valine,Glycerol,Pseudomonas,1,28
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,1,28
2.66,Glycine,Glycerol,Pseudomonas,1,28
0.0443,Succinic acid,Glycerol,Pseudomonas,1,28
0,Acetyl-ornithine,Glycerol,Pseudomonas,1,28
0,Serine,Glycerol,Pseudomonas,1,28
0.0493,Fumaric acid,Glycerol,Pseudomonas,1,28
0,Pyruvic acid,Glycerol,Pseudomonas,1,28
0.63,Asparagine,Glycerol,Pseudomonas,1,28
1.04,Butyric acid,Glycerol,Pseudomonas,1,28
0,Putrescine,Glycerol,Pseudomonas,1,28
222,Acetic acid,Glycerol,Pseudomonas,1,28
0,Alanine,Glycerol,Pseudomonas,1,28
0,Hippuric acid,Glycerol,Pseudomonas,1,28
0.336,Citric acid,Glycerol,Pseudomonas,1,28
0.045,Methionine,Glycerol,Pseudomonas,1,28
0.388,Valeric acid,Glycerol,Pseudomonas,1,28
0.127,Methionine,Glycerol,Pseudomonas,2,28
0,Valine,Glycerol,Pseudomonas,2,28
0.185,Succinic acid,Glycerol,Pseudomonas,2,28
0.0391,Fumaric acid,Glycerol,Pseudomonas,2,28
0,Alanine,Glycerol,Pseudomonas,2,28
0,Lactic acid,Glycerol,Pseudomonas,2,28
0,Asparagine,Glycerol,Pseudomonas,2,28
1.31,Butyric acid,Glycerol,Pseudomonas,2,28
0,Serine,Glycerol,Pseudomonas,2,28
7.85,Propionic acid,Glycerol,Pseudomonas,2,28
0,Pyruvic acid,Glycerol,Pseudomonas,2,28
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,2,28
2.61,Glycine,Glycerol,Pseudomonas,2,28
0.517,Valeric acid,Glycerol,Pseudomonas,2,28
0.376,Citric acid,Glycerol,Pseudomonas,2,28
187,Acetic acid,Glycerol,Pseudomonas,2,28
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,2,28
0,Hippuric acid,Glycerol,Pseudomonas,2,28
0,Acetyl-ornithine,Glycerol,Pseudomonas,2,28
0,Putrescine,Glycerol,Pseudomonas,2,28
0,Putrescine,Glycerol,Pseudomonas,1,48
0.0494,Methionine,Glycerol,Pseudomonas,1,48
0,Valine,Glycerol,Pseudomonas,1,48
0,Alanine,Glycerol,Pseudomonas,1,48
0,Pyruvic acid,Glycerol,Pseudomonas,1,48
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,1,48
0,Serine,Glycerol,Pseudomonas,1,48
0,Asparagine,Glycerol,Pseudomonas,1,48
0.97,Butyric acid,Glycerol,Pseudomonas,1,48
0,Lactic acid,Glycerol,Pseudomonas,1,48
3.09,Glycine,Glycerol,Pseudomonas,1,48
0.0495,Succinic acid,Glycerol,Pseudomonas,1,48
7.77,Propionic acid,Glycerol,Pseudomonas,1,48
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,1,48
0.502,Valeric acid,Glycerol,Pseudomonas,1,48
1.61,Citric acid,Glycerol,Pseudomonas,1,48
290,Acetic acid,Glycerol,Pseudomonas,1,48
0.711,Acetyl-ornithine,Glycerol,Pseudomonas,1,48
0,Hippuric acid,Glycerol,Pseudomonas,1,48
0.0517,Fumaric acid,Glycerol,Pseudomonas,1,48
0,Serine,Glycerol,Pseudomonas,2,48
0,Putrescine,Glycerol,Pseudomonas,2,48
0,Valine,Glycerol,Pseudomonas,2,48
0,Lactic acid,Glycerol,Pseudomonas,2,48
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,2,48
8.99,Propionic acid,Glycerol,Pseudomonas,2,48
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,2,48
2.68,Glycine,Glycerol,Pseudomonas,2,48
0.177,Succinic acid,Glycerol,Pseudomonas,2,48
0,Alanine,Glycerol,Pseudomonas,2,48
1.96,Butyric acid,Glycerol,Pseudomonas,2,48
0.0514,Fumaric acid,Glycerol,Pseudomonas,2,48
0,Pyruvic acid,Glycerol,Pseudomonas,2,48
0.757,Asparagine,Glycerol,Pseudomonas,2,48
403,Acetic acid,Glycerol,Pseudomonas,2,48
0.117,Methionine,Glycerol,Pseudomonas,2,48
1.57,Acetyl-ornithine,Glycerol,Pseudomonas,2,48
0,Hippuric acid,Glycerol,Pseudomonas,2,48
1.95,Citric acid,Glycerol,Pseudomonas,2,48
1.05,Valeric acid,Glycerol,Pseudomonas,2,48
0.706,Serine,Pyruvate,Ecoli,1,16
0,Lactic acid,Pyruvate,Ecoli,1,16
0.0474,alpha-Ketoglutaric acid,Pyruvate,Ecoli,1,16
1.12,Citric acid,Pyruvate,Ecoli,1,16
0.137,Succinic acid,Pyruvate,Ecoli,1,16
0,beta-Hydroxybutyric acid,Pyruvate,Ecoli,1,16
0,Asparagine,Pyruvate,Ecoli,1,16
0,Alanine,Pyruvate,Ecoli,1,16
376,Pyruvic acid,Pyruvate,Ecoli,1,16
0,Propionic acid,Pyruvate,Ecoli,1,16
0,Valine,Pyruvate,Ecoli,1,16
0,Valeric acid,Pyruvate,Ecoli,1,16
73.6,Acetic acid,Pyruvate,Ecoli,1,16
0,Glycine,Pyruvate,Ecoli,1,16
0.271,Fumaric acid,Pyruvate,Ecoli,1,16
0,Acetyl-ornithine,Pyruvate,Ecoli,1,16
0.127,Methionine,Pyruvate,Ecoli,1,16
0,Putrescine,Pyruvate,Ecoli,1,16
0,Butyric acid,Pyruvate,Ecoli,1,16
0.112,Hippuric acid,Pyruvate,Ecoli,1,16
0,Valine,Pyruvate,Ecoli,2,16
0.806,Serine,Pyruvate,Ecoli,2,16
0,beta-Hydroxybutyric acid,Pyruvate,Ecoli,2,16
363,Pyruvic acid,Pyruvate,Ecoli,2,16
0,Asparagine,Pyruvate,Ecoli,2,16
0,Lactic acid,Pyruvate,Ecoli,2,16
0.127,Methionine,Pyruvate,Ecoli,2,16
0,Alanine,Pyruvate,Ecoli,2,16
0.132,Succinic acid,Pyruvate,Ecoli,2,16
0,Butyric acid,Pyruvate,Ecoli,2,16
0.203,Fumaric acid,Pyruvate,Ecoli,2,16
0,Glycine,Pyruvate,Ecoli,2,16
53.6,Acetic acid,Pyruvate,Ecoli,2,16
0,Propionic acid,Pyruvate,Ecoli,2,16
1.14,Citric acid,Pyruvate,Ecoli,2,16
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,2,16
0,Hippuric acid,Pyruvate,Ecoli,2,16
0,Valeric acid,Pyruvate,Ecoli,2,16
0.14,Acetyl-ornithine,Pyruvate,Ecoli,2,16
0,Putrescine,Pyruvate,Ecoli,2,16
0,Alanine,Pyruvate,Ecoli,1,28
0.178,Succinic acid,Pyruvate,Ecoli,1,28
0,Glycine,Pyruvate,Ecoli,1,28
0,Propionic acid,Pyruvate,Ecoli,1,28
391,Pyruvic acid,Pyruvate,Ecoli,1,28
0,Putrescine,Pyruvate,Ecoli,1,28
0,Valine,Pyruvate,Ecoli,1,28
0,Asparagine,Pyruvate,Ecoli,1,28
0.0459,Methionine,Pyruvate,Ecoli,1,28
0.216,Acetyl-ornithine,Pyruvate,Ecoli,1,28
276,Acetic acid,Pyruvate,Ecoli,1,28
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,1,28
0,beta-Hydroxybutyric acid,Pyruvate,Ecoli,1,28
1.12,Serine,Pyruvate,Ecoli,1,28
0.238,Fumaric acid,Pyruvate,Ecoli,1,28
0.0583,Butyric acid,Pyruvate,Ecoli,1,28
1.18,Citric acid,Pyruvate,Ecoli,1,28
0.125,Hippuric acid,Pyruvate,Ecoli,1,28
0.109,Valeric acid,Pyruvate,Ecoli,1,28
0,Lactic acid,Pyruvate,Ecoli,1,28
0,Asparagine,Pyruvate,Ecoli,2,28
0,Alanine,Pyruvate,Ecoli,2,28
398,Pyruvic acid,Pyruvate,Ecoli,2,28
0,beta-Hydroxybutyric acid,Pyruvate,Ecoli,2,28
3.2,Serine,Pyruvate,Ecoli,2,28
0,Valine,Pyruvate,Ecoli,2,28
1.25,Citric acid,Pyruvate,Ecoli,2,28
0,Butyric acid,Pyruvate,Ecoli,2,28
0.118,Putrescine,Pyruvate,Ecoli,2,28
0,Acetyl-ornithine,Pyruvate,Ecoli,2,28
0.23,Succinic acid,Pyruvate,Ecoli,2,28
0,Lactic acid,Pyruvate,Ecoli,2,28
0,Propionic acid,Pyruvate,Ecoli,2,28
0,Valeric acid,Pyruvate,Ecoli,2,28
0.216,Fumaric acid,Pyruvate,Ecoli,2,28
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,2,28
0.114,Hippuric acid,Pyruvate,Ecoli,2,28
204,Acetic acid,Pyruvate,Ecoli,2,28
0,Glycine,Pyruvate,Ecoli,2,28
0.223,Methionine,Pyruvate,Ecoli,2,28
1.81,Serine,Pyruvate,Ecoli,1,48
0,Valine,Pyruvate,Ecoli,1,48
391,Pyruvic acid,Pyruvate,Ecoli,1,48
10.1,Succinic acid,Pyruvate,Ecoli,1,48
5.15,beta-Hydroxybutyric acid,Pyruvate,Ecoli,1,48
1.06,Fumaric acid,Pyruvate,Ecoli,1,48
0,Glycine,Pyruvate,Ecoli,1,48
0,Alanine,Pyruvate,Ecoli,1,48
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,1,48
3.92,Acetyl-ornithine,Pyruvate,Ecoli,1,48
0.0665,Methionine,Pyruvate,Ecoli,1,48
0,Valeric acid,Pyruvate,Ecoli,1,48
13.4,Propionic acid,Pyruvate,Ecoli,1,48
628,Lactic acid,Pyruvate,Ecoli,1,48
2.44,Citric acid,Pyruvate,Ecoli,1,48
0,Asparagine,Pyruvate,Ecoli,1,48
0.435,Butyric acid,Pyruvate,Ecoli,1,48
4680,Acetic acid,Pyruvate,Ecoli,1,48
0,Putrescine,Pyruvate,Ecoli,1,48
0.138,Hippuric acid,Pyruvate,Ecoli,1,48
2.8,beta-Hydroxybutyric acid,Pyruvate,Ecoli,2,48
2.28,Succinic acid,Pyruvate,Ecoli,2,48
0,Alanine,Pyruvate,Ecoli,2,48
5.53,Propionic acid,Pyruvate,Ecoli,2,48
402,Pyruvic acid,Pyruvate,Ecoli,2,48
320,Lactic acid,Pyruvate,Ecoli,2,48
0,Glycine,Pyruvate,Ecoli,2,48
0,Valine,Pyruvate,Ecoli,2,48
1.42,Acetyl-ornithine,Pyruvate,Ecoli,2,48
0.376,Fumaric acid,Pyruvate,Ecoli,2,48
0.109,Hippuric acid,Pyruvate,Ecoli,2,48
0.328,Serine,Pyruvate,Ecoli,2,48
0,Asparagine,Pyruvate,Ecoli,2,48
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,2,48
0,Putrescine,Pyruvate,Ecoli,2,48
0.609,Butyric acid,Pyruvate,Ecoli,2,48
0.271,Methionine,Pyruvate,Ecoli,2,48
