,Strain #,Tube #,Parallel,Tube,Strain,Medium,Batch,Hours,OD,Timepoint,Batch-Tube
1805,37,9,C,9C,cycA,M9 20 mM glucose pH 7.4,3,13,1.272,T6,3-9C
1806,38,10,A,10A,nupC,M9 20 mM glucose pH 7.4,3,13,1.428,T6,3-10A
1807,38,10,B,10B,nupC,M9 20 mM glucose pH 7.4,3,13,1.411,T6,3-10B
1808,38,10,C,10C,nupC,M9 20 mM glucose pH 7.4,3,13,1.407,T6,3-10C
1809,39,11,A,11A,fruA,M9 20 mM glucose pH 7.4,3,13,1.367,T6,3-11A
1810,39,11,B,11B,fruA,M9 20 mM glucose pH 7.4,3,13,1.36,T6,3-11B
1811,39,11,C,11C,fruA,M9 20 mM glucose pH 7.4,3,13,1.334,T6,3-11C
1812,40,12,A,12A,sdaC,M9 20 mM glucose pH 7.4,3,13,1.412,T6,3-12A
1813,40,12,B,12B,sdaC,M9 20 mM glucose pH 7.4,3,13,1.408,T6,3-12B
1814,40,12,C,12C,sdaC,M9 20 mM glucose pH 7.4,3,13,1.401,T6,3-12C
1815,41,13,A,13A,gltP,M9 20 mM glucose pH 7.4,3,13,1.445,T6,3-13A
1816,41,13,B,13B,gltP,M9 20 mM glucose pH 7.4,3,13,1.456,T6,3-13B
1817,41,13,C,13C,gltP,M9 20 mM glucose pH 7.4,3,13,1.446,T6,3-13C
1818,42,14,A,14A,mscL,M9 20 mM glucose pH 7.4,3,13,1.292,T6,3-14A
1819,42,14,B,14B,mscL,M9 20 mM glucose pH 7.4,3,13,1.247,T6,3-14B
1820,42,14,C,14C,mscL,M9 20 mM glucose pH 7.4,3,13,1.247,T6,3-14C
1821,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,3,13,1.388,T6,3-0D
1822,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,3,13,1.383,T6,3-0E
1823,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,3,13,1.38,T6,3-0F
1824,29,1,A,1A,gadC,M9 20 mM glucose pH 7.4,3,14,1.469,T7,3-1A
1825,29,1,B,1B,gadC,M9 20 mM glucose pH 7.4,3,14,1.477,T7,3-1B
1826,29,1,C,1C,gadC,M9 20 mM glucose pH 7.4,3,14,1.444,T7,3-1C
1827,30,2,A,2A,znuB,M9 20 mM glucose pH 7.4,3,14,1.362,T7,3-2A
1828,30,2,B,2B,znuB,M9 20 mM glucose pH 7.4,3,14,1.376,T7,3-2B
1829,30,2,C,2C,znuB,M9 20 mM glucose pH 7.4,3,14,1.371,T7,3-2C
1830,31,3,A,3A,glnP,M9 20 mM glucose pH 7.4,3,14,1.395,T7,3-3A
1831,31,3,B,3B,glnP,M9 20 mM glucose pH 7.4,3,14,1.42,T7,3-3B
1832,31,3,C,3C,glnP,M9 20 mM glucose pH 7.4,3,14,1.42,T7,3-3C
1833,32,4,A,4A,focA,M9 20 mM glucose pH 7.4,3,14,1.395,T7,3-4A
1834,32,4,B,4B,focA,M9 20 mM glucose pH 7.4,3,14,1.383,T7,3-4B
1835,32,4,C,4C,focA,M9 20 mM glucose pH 7.4,3,14,1.396,T7,3-4C
1836,33,5,A,5A,artQ,M9 20 mM glucose pH 7.4,3,14,1.37,T7,3-5A
1837,33,5,B,5B,artQ,M9 20 mM glucose pH 7.4,3,14,1.361,T7,3-5B
1838,33,5,C,5C,artQ,M9 20 mM glucose pH 7.4,3,14,1.353,T7,3-5C
1839,34,6,A,6A,rbsC,M9 20 mM glucose pH 7.4,3,14,1.443,T7,3-6A
1840,34,6,B,6B,rbsC,M9 20 mM glucose pH 7.4,3,14,1.432,T7,3-6B
1841,34,6,C,6C,rbsC,M9 20 mM glucose pH 7.4,3,14,1.402,T7,3-6C
1842,35,7,A,7A,glpF,M9 20 mM glucose pH 7.4,3,14,1.559,T7,3-7A
1843,35,7,B,7B,glpF,M9 20 mM glucose pH 7.4,3,14,1.572,T7,3-7B
1844,35,7,C,7C,glpF,M9 20 mM glucose pH 7.4,3,14,1.532,T7,3-7C
1845,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,3,14,1.459,T7,3-0A
1846,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,3,14,1.483,T7,3-0B
1847,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,3,14,1.447,T7,3-0C
1848,36,8,A,8A,proP,M9 20 mM glucose pH 7.4,3,14,1.554,T7,3-8A
1849,36,8,B,8B,proP,M9 20 mM glucose pH 7.4,3,14,1.529,T7,3-8B
1850,36,8,C,8C,proP,M9 20 mM glucose pH 7.4,3,14,1.519,T7,3-8C
1851,37,9,A,9A,cycA,M9 20 mM glucose pH 7.4,3,14,1.415,T7,3-9A
1852,37,9,B,9B,cycA,M9 20 mM glucose pH 7.4,3,14,1.389,T7,3-9B
1853,37,9,C,9C,cycA,M9 20 mM glucose pH 7.4,3,14,1.379,T7,3-9C
1854,38,10,A,10A,nupC,M9 20 mM glucose pH 7.4,3,14,1.519,T7,3-10A
1855,38,10,B,10B,nupC,M9 20 mM glucose pH 7.4,3,14,1.489,T7,3-10B
1856,38,10,C,10C,nupC,M9 20 mM glucose pH 7.4,3,14,1.508,T7,3-10C
1857,39,11,A,11A,fruA,M9 20 mM glucose pH 7.4,3,14,1.454,T7,3-11A
1858,39,11,B,11B,fruA,M9 20 mM glucose pH 7.4,3,14,1.454,T7,3-11B
1859,39,11,C,11C,fruA,M9 20 mM glucose pH 7.4,3,14,1.423,T7,3-11C
1860,40,12,A,12A,sdaC,M9 20 mM glucose pH 7.4,3,14,1.489,T7,3-12A
1861,40,12,B,12B,sdaC,M9 20 mM glucose pH 7.4,3,14,1.486,T7,3-12B
1862,40,12,C,12C,sdaC,M9 20 mM glucose pH 7.4,3,14,1.48,T7,3-12C
1863,41,13,A,13A,gltP,M9 20 mM glucose pH 7.4,3,14,1.537,T7,3-13A
1864,41,13,B,13B,gltP,M9 20 mM glucose pH 7.4,3,14,1.537,T7,3-13B
1865,41,13,C,13C,gltP,M9 20 mM glucose pH 7.4,3,14,1.538,T7,3-13C
1866,42,14,A,14A,mscL,M9 20 mM glucose pH 7.4,3,14,1.313,T7,3-14A
1867,42,14,B,14B,mscL,M9 20 mM glucose pH 7.4,3,14,1.303,T7,3-14B
1868,42,14,C,14C,mscL,M9 20 mM glucose pH 7.4,3,14,1.301,T7,3-14C
1869,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,3,14,1.469,T7,3-0D
1870,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,3,14,1.471,T7,3-0E
1871,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,3,14,1.449,T7,3-0F
1872,29,1,A,1A,gadC,M9 20 mM glucose pH 7.4,3,15,1.546,T8,3-1A
1873,29,1,B,1B,gadC,M9 20 mM glucose pH 7.4,3,15,1.578,T8,3-1B
1874,29,1,C,1C,gadC,M9 20 mM glucose pH 7.4,3,15,1.514,T8,3-1C
1875,30,2,A,2A,znuB,M9 20 mM glucose pH 7.4,3,15,1.46,T8,3-2A
1876,30,2,B,2B,znuB,M9 20 mM glucose pH 7.4,3,15,1.458,T8,3-2B
1877,30,2,C,2C,znuB,M9 20 mM glucose pH 7.4,3,15,1.459,T8,3-2C
1878,31,3,A,3A,glnP,M9 20 mM glucose pH 7.4,3,15,1.452,T8,3-3A
1879,31,3,B,3B,glnP,M9 20 mM glucose pH 7.4,3,15,1.487,T8,3-3B
1880,31,3,C,3C,glnP,M9 20 mM glucose pH 7.4,3,15,1.477,T8,3-3C
1881,32,4,A,4A,focA,M9 20 mM glucose pH 7.4,3,15,1.469,T8,3-4A
1882,32,4,B,4B,focA,M9 20 mM glucose pH 7.4,3,15,1.455,T8,3-4B
1883,32,4,C,4C,focA,M9 20 mM glucose pH 7.4,3,15,1.466,T8,3-4C
1884,33,5,A,5A,artQ,M9 20 mM glucose pH 7.4,3,15,1.466,T8,3-5A
1885,33,5,B,5B,artQ,M9 20 mM glucose pH 7.4,3,15,1.458,T8,3-5B
1886,33,5,C,5C,artQ,M9 20 mM glucose pH 7.4,3,15,1.448,T8,3-5C
1887,34,6,A,6A,rbsC,M9 20 mM glucose pH 7.4,3,15,1.511,T8,3-6A
1888,34,6,B,6B,rbsC,M9 20 mM glucose pH 7.4,3,15,1.477,T8,3-6B
1889,34,6,C,6C,rbsC,M9 20 mM glucose pH 7.4,3,15,1.465,T8,3-6C
1890,35,7,A,7A,glpF,M9 20 mM glucose pH 7.4,3,15,1.539,T8,3-7A
1891,35,7,B,7B,glpF,M9 20 mM glucose pH 7.4,3,15,1.549,T8,3-7B
1892,35,7,C,7C,glpF,M9 20 mM glucose pH 7.4,3,15,1.535,T8,3-7C
1893,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,3,15,1.478,T8,3-0A
1894,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,3,15,1.477,T8,3-0B
1895,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,3,15,1.443,T8,3-0C
1896,36,8,A,8A,proP,M9 20 mM glucose pH 7.4,3,15,1.552,T8,3-8A
1897,36,8,B,8B,proP,M9 20 mM glucose pH 7.4,3,15,1.552,T8,3-8B
1898,36,8,C,8C,proP,M9 20 mM glucose pH 7.4,3,15,1.563,T8,3-8C
1899,37,9,A,9A,cycA,M9 20 mM glucose pH 7.4,3,15,1.508,T8,3-9A
1900,37,9,B,9B,cycA,M9 20 mM glucose pH 7.4,3,15,1.479,T8,3-9B
1901,37,9,C,9C,cycA,M9 20 mM glucose pH 7.4,3,15,1.478,T8,3-9C
1902,38,10,A,10A,nupC,M9 20 mM glucose pH 7.4,3,15,1.517,T8,3-10A
1903,38,10,B,10B,nupC,M9 20 mM glucose pH 7.4,3,15,1.491,T8,3-10B
1904,38,10,C,10C,nupC,M9 20 mM glucose pH 7.4,3,15,1.512,T8,3-10C
1905,39,11,A,11A,fruA,M9 20 mM glucose pH 7.4,3,15,1.503,T8,3-11A
1906,39,11,B,11B,fruA,M9 20 mM glucose pH 7.4,3,15,1.507,T8,3-11B
1907,39,11,C,11C,fruA,M9 20 mM glucose pH 7.4,3,15,1.488,T8,3-11C
1908,40,12,A,12A,sdaC,M9 20 mM glucose pH 7.4,3,15,1.488,T8,3-12A
1909,40,12,B,12B,sdaC,M9 20 mM glucose pH 7.4,3,15,1.48,T8,3-12B
1910,40,12,C,12C,sdaC,M9 20 mM glucose pH 7.4,3,15,1.499,T8,3-12C
1911,41,13,A,13A,gltP,M9 20 mM glucose pH 7.4,3,15,1.563,T8,3-13A
1912,41,13,B,13B,gltP,M9 20 mM glucose pH 7.4,3,15,1.562,T8,3-13B
1913,41,13,C,13C,gltP,M9 20 mM glucose pH 7.4,3,15,1.568,T8,3-13C
1914,42,14,A,14A,mscL,M9 20 mM glucose pH 7.4,3,15,1.446,T8,3-14A
1915,42,14,B,14B,mscL,M9 20 mM glucose pH 7.4,3,15,1.549,T8,3-14B
1916,42,14,C,14C,mscL,M9 20 mM glucose pH 7.4,3,15,1.423,T8,3-14C
1917,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,3,15,1.473,T8,3-0D
1918,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,3,15,1.504,T8,3-0E
1919,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,3,15,1.521,T8,3-0F
1920,29,1,A,1A,gadC,M9 20 mM glucose pH 7.4,3,16,1.493,T9,3-1A
1921,29,1,B,1B,gadC,M9 20 mM glucose pH 7.4,3,16,1.571,T9,3-1B
1922,29,1,C,1C,gadC,M9 20 mM glucose pH 7.4,3,16,1.513,T9,3-1C
1923,30,2,A,2A,znuB,M9 20 mM glucose pH 7.4,3,16,1.502,T9,3-2A
1924,30,2,B,2B,znuB,M9 20 mM glucose pH 7.4,3,16,1.505,T9,3-2B
1925,30,2,C,2C,znuB,M9 20 mM glucose pH 7.4,3,16,1.509,T9,3-2C
1926,31,3,A,3A,glnP,M9 20 mM glucose pH 7.4,3,16,1.457,T9,3-3A
1927,31,3,B,3B,glnP,M9 20 mM glucose pH 7.4,3,16,1.468,T9,3-3B
1928,31,3,C,3C,glnP,M9 20 mM glucose pH 7.4,3,16,1.48,T9,3-3C
1929,32,4,A,4A,focA,M9 20 mM glucose pH 7.4,3,16,1.49,T9,3-4A
1930,32,4,B,4B,focA,M9 20 mM glucose pH 7.4,3,16,1.482,T9,3-4B
1931,32,4,C,4C,focA,M9 20 mM glucose pH 7.4,3,16,1.498,T9,3-4C
1932,33,5,A,5A,artQ,M9 20 mM glucose pH 7.4,3,16,1.477,T9,3-5A
1933,33,5,B,5B,artQ,M9 20 mM glucose pH 7.4,3,16,1.473,T9,3-5B
1934,33,5,C,5C,artQ,M9 20 mM glucose pH 7.4,3,16,1.478,T9,3-5C
1935,34,6,A,6A,rbsC,M9 20 mM glucose pH 7.4,3,16,1.48,T9,3-6A
1936,34,6,B,6B,rbsC,M9 20 mM glucose pH 7.4,3,16,1.47,T9,3-6B
1937,34,6,C,6C,rbsC,M9 20 mM glucose pH 7.4,3,16,1.481,T9,3-6C
1938,35,7,A,7A,glpF,M9 20 mM glucose pH 7.4,3,16,1.507,T9,3-7A
1939,35,7,B,7B,glpF,M9 20 mM glucose pH 7.4,3,16,1.514,T9,3-7B
1940,35,7,C,7C,glpF,M9 20 mM glucose pH 7.4,3,16,1.512,T9,3-7C
1941,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,3,16,1.457,T9,3-0A
1942,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,3,16,1.46,T9,3-0B
1943,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,3,16,1.42,T9,3-0C
1944,36,8,A,8A,proP,M9 20 mM glucose pH 7.4,3,16,1.522,T9,3-8A
1945,36,8,B,8B,proP,M9 20 mM glucose pH 7.4,3,16,1.529,T9,3-8B
1946,36,8,C,8C,proP,M9 20 mM glucose pH 7.4,3,16,1.542,T9,3-8C
1947,37,9,A,9A,cycA,M9 20 mM glucose pH 7.4,3,16,1.516,T9,3-9A
1948,37,9,B,9B,cycA,M9 20 mM glucose pH 7.4,3,16,1.485,T9,3-9B
1949,37,9,C,9C,cycA,M9 20 mM glucose pH 7.4,3,16,1.49,T9,3-9C
1950,38,10,A,10A,nupC,M9 20 mM glucose pH 7.4,3,16,1.484,T9,3-10A
1951,38,10,B,10B,nupC,M9 20 mM glucose pH 7.4,3,16,1.469,T9,3-10B
1952,38,10,C,10C,nupC,M9 20 mM glucose pH 7.4,3,16,1.486,T9,3-10C
1953,39,11,A,11A,fruA,M9 20 mM glucose pH 7.4,3,16,1.483,T9,3-11A
1954,39,11,B,11B,fruA,M9 20 mM glucose pH 7.4,3,16,1.49,T9,3-11B
1955,39,11,C,11C,fruA,M9 20 mM glucose pH 7.4,3,16,1.487,T9,3-11C
1956,40,12,A,12A,sdaC,M9 20 mM glucose pH 7.4,3,16,1.461,T9,3-12A
1957,40,12,B,12B,sdaC,M9 20 mM glucose pH 7.4,3,16,1.46,T9,3-12B
1958,40,12,C,12C,sdaC,M9 20 mM glucose pH 7.4,3,16,1.476,T9,3-12C
1959,41,13,A,13A,gltP,M9 20 mM glucose pH 7.4,3,16,1.542,T9,3-13A
1960,41,13,B,13B,gltP,M9 20 mM glucose pH 7.4,3,16,1.537,T9,3-13B
1961,41,13,C,13C,gltP,M9 20 mM glucose pH 7.4,3,16,1.545,T9,3-13C
1962,42,14,A,14A,mscL,M9 20 mM glucose pH 7.4,3,16,1.37,T9,3-14A
1963,42,14,B,14B,mscL,M9 20 mM glucose pH 7.4,3,16,1.369,T9,3-14B
1964,42,14,C,14C,mscL,M9 20 mM glucose pH 7.4,3,16,1.394,T9,3-14C
1965,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,3,16,1.495,T9,3-0D
1966,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,3,16,1.494,T9,3-0E
1967,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,3,16,1.497,T9,3-0F
1968,29,1,A,1A,gadC,M9 20 mM glucose pH 7.4,3,20,1.445,T10,3-1A
1969,29,1,B,1B,gadC,M9 20 mM glucose pH 7.4,3,20,1.425,T10,3-1B
1970,29,1,C,1C,gadC,M9 20 mM glucose pH 7.4,3,20,1.425,T10,3-1C
1971,30,2,A,2A,znuB,M9 20 mM glucose pH 7.4,3,20,1.409,T10,3-2A
1972,30,2,B,2B,znuB,M9 20 mM glucose pH 7.4,3,20,1.411,T10,3-2B
1973,30,2,C,2C,znuB,M9 20 mM glucose pH 7.4,3,20,1.404,T10,3-2C
1974,31,3,A,3A,glnP,M9 20 mM glucose pH 7.4,3,20,1.395,T10,3-3A
1975,31,3,B,3B,glnP,M9 20 mM glucose pH 7.4,3,20,1.425,T10,3-3B
1976,31,3,C,3C,glnP,M9 20 mM glucose pH 7.4,3,20,1.431,T10,3-3C
1977,32,4,A,4A,focA,M9 20 mM glucose pH 7.4,3,20,1.421,T10,3-4A
1978,32,4,B,4B,focA,M9 20 mM glucose pH 7.4,3,20,1.396,T10,3-4B
1979,32,4,C,4C,focA,M9 20 mM glucose pH 7.4,3,20,1.417,T10,3-4C
1980,33,5,A,5A,artQ,M9 20 mM glucose pH 7.4,3,20,1.428,T10,3-5A
1981,33,5,B,5B,artQ,M9 20 mM glucose pH 7.4,3,20,1.405,T10,3-5B
1982,33,5,C,5C,artQ,M9 20 mM glucose pH 7.4,3,20,1.409,T10,3-5C
1983,34,6,A,6A,rbsC,M9 20 mM glucose pH 7.4,3,20,1.404,T10,3-6A
1984,34,6,B,6B,rbsC,M9 20 mM glucose pH 7.4,3,20,1.35,T10,3-6B
1985,34,6,C,6C,rbsC,M9 20 mM glucose pH 7.4,3,20,1.361,T10,3-6C
1986,35,7,A,7A,glpF,M9 20 mM glucose pH 7.4,3,20,1.421,T10,3-7A
1987,35,7,B,7B,glpF,M9 20 mM glucose pH 7.4,3,20,1.428,T10,3-7B
1988,35,7,C,7C,glpF,M9 20 mM glucose pH 7.4,3,20,1.406,T10,3-7C
1989,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,3,20,1.385,T10,3-0A
1990,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,3,20,1.347,T10,3-0B
1991,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,3,20,1.489,T10,3-0C
1992,36,8,A,8A,proP,M9 20 mM glucose pH 7.4,3,20,1.43,T10,3-8A
1993,36,8,B,8B,proP,M9 20 mM glucose pH 7.4,3,20,1.417,T10,3-8B
1994,36,8,C,8C,proP,M9 20 mM glucose pH 7.4,3,20,1.439,T10,3-8C
1995,37,9,A,9A,cycA,M9 20 mM glucose pH 7.4,3,20,1.428,T10,3-9A
1996,37,9,B,9B,cycA,M9 20 mM glucose pH 7.4,3,20,1.385,T10,3-9B
1997,37,9,C,9C,cycA,M9 20 mM glucose pH 7.4,3,20,1.365,T10,3-9C
1998,38,10,A,10A,nupC,M9 20 mM glucose pH 7.4,3,20,1.462,T10,3-10A
1999,38,10,B,10B,nupC,M9 20 mM glucose pH 7.4,3,20,1.367,T10,3-10B
2000,38,10,C,10C,nupC,M9 20 mM glucose pH 7.4,3,20,1.371,T10,3-10C
2001,39,11,A,11A,fruA,M9 20 mM glucose pH 7.4,3,20,1.361,T10,3-11A
2002,39,11,B,11B,fruA,M9 20 mM glucose pH 7.4,3,20,1.356,T10,3-11B
2003,39,11,C,11C,fruA,M9 20 mM glucose pH 7.4,3,20,1.363,T10,3-11C
2004,40,12,A,12A,sdaC,M9 20 mM glucose pH 7.4,3,20,1.388,T10,3-12A
2005,40,12,B,12B,sdaC,M9 20 mM glucose pH 7.4,3,20,1.364,T10,3-12B
2006,40,12,C,12C,sdaC,M9 20 mM glucose pH 7.4,3,20,1.366,T10,3-12C
2007,41,13,A,13A,gltP,M9 20 mM glucose pH 7.4,3,20,1.417,T10,3-13A
2008,41,13,B,13B,gltP,M9 20 mM glucose pH 7.4,3,20,1.42,T10,3-13B
2009,41,13,C,13C,gltP,M9 20 mM glucose pH 7.4,3,20,1.404,T10,3-13C
2010,42,14,A,14A,mscL,M9 20 mM glucose pH 7.4,3,20,1.235,T10,3-14A
2011,42,14,B,14B,mscL,M9 20 mM glucose pH 7.4,3,20,1.146,T10,3-14B
2012,42,14,C,14C,mscL,M9 20 mM glucose pH 7.4,3,20,1.365,T10,3-14C
2013,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,3,20,1.381,T10,3-0D
2014,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,3,20,1.364,T10,3-0E
2015,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,3,20,1.354,T10,3-0F
2016,57,1,A,1A,rhtC,M9 20 mM glucose pH 7.4,4,0.33,0.015,,4-1A
2017,57,1,B,1B,rhtC,M9 20 mM glucose pH 7.4,4,0.33,0.016,,4-1B
2018,57,1,C,1C,rhtC,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-1C
2019,44,2,A,2A,dppB,M9 20 mM glucose pH 7.4,4,0.33,0.018,,4-2A
2020,44,2,B,2B,dppB,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-2B
2021,44,2,C,2C,dppB,M9 20 mM glucose pH 7.4,4,0.33,0.014,,4-2C
2022,45,3,A,3A,dctA,M9 20 mM glucose pH 7.4,4,0.33,0.011,,4-3A
2023,45,3,B,3B,dctA,M9 20 mM glucose pH 7.4,4,0.33,0.015,,4-3B
2024,45,3,C,3C,dctA,M9 20 mM glucose pH 7.4,4,0.33,0.013,,4-3C
2025,46,4,A,4A,gltS,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-4A
2026,46,4,B,4B,gltS,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-4B
2027,46,4,C,4C,gltS,M9 20 mM glucose pH 7.4,4,0.33,0.016,,4-4C
2028,47,5,A,5A,mtr,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-5A
2029,47,5,B,5B,mtr,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-5B
2030,47,5,C,5C,mtr,M9 20 mM glucose pH 7.4,4,0.33,0.014,,4-5C
2031,48,6,A,6A,ugpA,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-6A
2032,48,6,B,6B,ugpA,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-6B
2033,48,6,C,6C,ugpA,M9 20 mM glucose pH 7.4,4,0.33,0.014,,4-6C
2034,49,7,A,7A,uhpT,M9 20 mM glucose pH 7.4,4,0.33,0.02,,4-7A
2035,49,7,B,7B,uhpT,M9 20 mM glucose pH 7.4,4,0.33,0.014,,4-7B
2036,49,7,C,7C,uhpT,M9 20 mM glucose pH 7.4,4,0.33,0.014,,4-7C
2037,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,4,0.33,0.019,,4-0A
2038,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,4,0.33,0.015,,4-0B
2039,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,4,0.33,0.017,,4-0C
2040,50,8,A,8A,cstA,M9 20 mM glucose pH 7.4,4,0.33,0.017,,4-8A
2041,50,8,B,8B,cstA,M9 20 mM glucose pH 7.4,4,0.33,0.014,,4-8B
2042,50,8,C,8C,cstA,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-8C
2043,51,9,A,9A,nupG,M9 20 mM glucose pH 7.4,4,0.33,0.013,,4-9A
2044,51,9,B,9B,nupG,M9 20 mM glucose pH 7.4,4,0.33,0.011,,4-9B
2045,51,9,C,9C,nupG,M9 20 mM glucose pH 7.4,4,0.33,0.011,,4-9C
2046,52,10,A,10A,emrB,M9 20 mM glucose pH 7.4,4,0.33,0.015,,4-10A
2047,52,10,B,10B,emrB,M9 20 mM glucose pH 7.4,4,0.33,0.011,,4-10B
2048,52,10,C,10C,emrB,M9 20 mM glucose pH 7.4,4,0.33,0.018,,4-10C
2049,53,11,A,11A,galP,M9 20 mM glucose pH 7.4,4,0.33,0.013,,4-11A
2050,53,11,B,11B,galP,M9 20 mM glucose pH 7.4,4,0.33,0.013,,4-11B
2051,53,11,C,11C,galP,M9 20 mM glucose pH 7.4,4,0.33,0.014,,4-11C
2052,54,12,A,12A,pheP,M9 20 mM glucose pH 7.4,4,0.33,0.015,,4-12A
2053,54,12,B,12B,pheP,M9 20 mM glucose pH 7.4,4,0.33,0.012,,4-12B
2054,54,12,C,12C,pheP,M9 20 mM glucose pH 7.4,4,0.33,0.014,,4-12C
2055,55,13,A,13A,tdcC,M9 20 mM glucose pH 7.4,4,0.33,0.011,,4-13A
2056,55,13,B,13B,tdcC,M9 20 mM glucose pH 7.4,4,0.33,0.017,,4-13B
2057,55,13,C,13C,tdcC,M9 20 mM glucose pH 7.4,4,0.33,0.013,,4-13C
2058,56,14,A,14A,dcuA,M9 20 mM glucose pH 7.4,4,0.33,0.018,,4-14A
2059,56,14,B,14B,dcuA,M9 20 mM glucose pH 7.4,4,0.33,0.016,,4-14B
2060,56,14,C,14C,dcuA,M9 20 mM glucose pH 7.4,4,0.33,0.019,,4-14C
2061,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,4,0.33,0.016,,4-0D
2062,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,4,0.33,0.014,,4-0E
2063,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,4,0.33,0.019,,4-0F
2064,57,1,A,1A,rhtC,M9 20 mM glucose pH 7.4,4,2,0.02,,4-1A
2065,57,1,B,1B,rhtC,M9 20 mM glucose pH 7.4,4,2,0.022,,4-1B
2066,57,1,C,1C,rhtC,M9 20 mM glucose pH 7.4,4,2,0.022,,4-1C
2067,44,2,A,2A,dppB,M9 20 mM glucose pH 7.4,4,2,0.021,,4-2A
2068,44,2,B,2B,dppB,M9 20 mM glucose pH 7.4,4,2,0.02,,4-2B
2069,44,2,C,2C,dppB,M9 20 mM glucose pH 7.4,4,2,0.02,,4-2C
2070,45,3,A,3A,dctA,M9 20 mM glucose pH 7.4,4,2,0.021,,4-3A
2071,45,3,B,3B,dctA,M9 20 mM glucose pH 7.4,4,2,0.024,,4-3B
2072,45,3,C,3C,dctA,M9 20 mM glucose pH 7.4,4,2,0.023,,4-3C
2073,46,4,A,4A,gltS,M9 20 mM glucose pH 7.4,4,2,0.022,,4-4A
2074,46,4,B,4B,gltS,M9 20 mM glucose pH 7.4,4,2,0.024,,4-4B
2075,46,4,C,4C,gltS,M9 20 mM glucose pH 7.4,4,2,0.021,,4-4C
2076,47,5,A,5A,mtr,M9 20 mM glucose pH 7.4,4,2,0.023,,4-5A
2077,47,5,B,5B,mtr,M9 20 mM glucose pH 7.4,4,2,0.023,,4-5B
2078,47,5,C,5C,mtr,M9 20 mM glucose pH 7.4,4,2,0.023,,4-5C
2079,48,6,A,6A,ugpA,M9 20 mM glucose pH 7.4,4,2,0.026,,4-6A
2080,48,6,B,6B,ugpA,M9 20 mM glucose pH 7.4,4,2,0.022,,4-6B
2081,48,6,C,6C,ugpA,M9 20 mM glucose pH 7.4,4,2,0.022,,4-6C
2082,49,7,A,7A,uhpT,M9 20 mM glucose pH 7.4,4,2,0.022,,4-7A
2083,49,7,B,7B,uhpT,M9 20 mM glucose pH 7.4,4,2,0.022,,4-7B
2084,49,7,C,7C,uhpT,M9 20 mM glucose pH 7.4,4,2,0.021,,4-7C
2085,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,4,2,0.023,,4-0A
2086,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,4,2,0.022,,4-0B
2087,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,4,2,0.026,,4-0C
2088,50,8,A,8A,cstA,M9 20 mM glucose pH 7.4,4,2,0.023,,4-8A
2089,50,8,B,8B,cstA,M9 20 mM glucose pH 7.4,4,2,0.021,,4-8B
